id,station_name,street_address,city,province,latitude,longitude,ev_network,ev_dc_fast_count,ev_level2_evse_num,ev_connector_types,groups_with_access_code,access_days_time,open_date
200809,BC Hydro - Madeira Park,12808 Madeira Park Rd,Sechelt,British Columbia,49.61786071,-124.0215509,BCHYDRO,1,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2021-11-11
152900,P2P - Blairmore,10505 20 Ave,Blairmore,Alberta,49.620173,-114.462411,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2020-01-23
153460,Shell - Tesla Supercharger,Provincial Rd 506,Hadashville,Manitoba,49.649391,-95.792114,Tesla,6,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-01-31
88199,BC Hydro - Britton Creek Rest Area,Coquihalla Lakes Rd,Fraser Valley B,British Columbia,49.65168136,-121.0008897,BCHYDRO,2,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2018-06-12
196511,FortisBC - Kootenay Bay,BC-3A & Pilot Bay Road,Kootenay Bay,British Columbia,49.6752008,-116.8719002,FLO,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-09-30
157709,2587265 Ontario Inc,416 Michael Power Highway 584,Geraldton,Ontario,49.684352,-86.355348,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
170256,Ivy - Hearst,1004 Front St,Hearst,Ontario,49.69044322,-83.66796327,IVY,2,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily; Also accepts in-app payment,2020-12-17
88202,BC Hydro - Mobil Gas,757 Ryan Rd,Courtenay,British Columbia,49.6971749,-124.9883062,BCHYDRO,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2018-05-10
200810,BC Hydro - Squamish,37955 2 Ave,Squamish,British Columbia,49.69804677,-123.1553515,BCHYDRO,1,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2021-11-11
142579,P2P - Lethbridge,801 1st Avenue S,Lethbridge,Alberta,49.698568,-112.836724,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-08-13
157707,2587265 Ontario Inc,Highway 583,Hearst,Ontario,49.70097,-83.64962,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
157846,Squamish Liquor Store,38241 Cleveland Ave,Squamish,British Columbia,49.7025196,-123.1532244,Non-Networked,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-05-01
185990,Swtch Energy,38255 Cleveland Ave,Squamish,British Columbia,49.702532,-123.150535,SWTCH,4,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2020-05-26
170439,Ivy - Geraldton,804 Main St,Geraldton,Ontario,49.71645405,-86.95146471,IVY,4,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily; Also accepts in-app payment,2020-12-17
225031,Mountain Crests - Tesla Supercharger,1201 Commercial Way,Squamish,British Columbia,49.7229327,-123.1536263,Tesla,12,0.0,TESLA,Public - Credit card at all times,24 hours daily,2022-07-29
85034,BJ Teriyaki House & Waffles - Tesla Supercharger,2323 7 Ave,Fort MacLeod,Alberta,49.724901,-113.397189,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2016-11-01
145618,P2P - Fort MacLeod,245 24 St,Fort MacLeod,Alberta,49.725995,-113.40833,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-09-27
193366,Ivy - Kenora,4433 ON-17,Longbow Lake,Ontario,49.72608588,-94.32485838,Non-Networked,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-07-06
200824,Ivy - Redden's Store,Highway 17 4423 ON-17,Longbow Lake,Ontario,49.72620469,-94.32369513,IVY,4,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2021-11-11
164437,BC Hydro - Sparwood,100 Centennial Sq,Sparwood,British Columbia,49.73287409,-114.886007,BCHYDRO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2018-06-01
85349,Garibaldi Village Shopping Centre - Tesla Supercharger,40167 Glenalder Pl,Squamish,British Columbia,49.736836,-123.133671,Tesla,10,0.0,TESLA,Public,24 hours daily; for Tesla use only,2014-07-13
185550,Garibaldi Village,40270 GLENALDER PLACE,Squamish,British Columbia,49.73886,-123.13401,Electrify Canada,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-03-04
223381,"7-Eleven Canada, Inc.",1901 Garibaldi Highlands,Squamish,British Columbia,49.74123,-123.134,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
153415,Canadian Tire - Tesla Supercharger,1229 Highway 17,Kenora,Ontario,49.759447,-94.473103,Tesla,6,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-01-31
157894,Petro-Canada EV Fast Charger,924 5th St S,Kenora,Ontario,49.760283,-94.476554,PETROCAN,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2020-02-01
157816,Federated Co-operatives Ltd (FCL),3357 Pembina Ave,Winnipeg,Manitoba,49.7712699,-97.159602,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
224660,Red River Co-op - Grandmont Fuel Bar,3357 Pembina Hwy,Winnipeg,Manitoba,49.771416,-97.158304,SHELL_RECHARGE,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-07-30
194144,4344 des Pionniers,4344 des Pionniers,Port-Cartier,Quebec,49.78078359,-67.17141608,Circuit électrique,2,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2021-08-20
167722,BRCC - Chapais,145 Boulevard Springer,Chapais,Quebec,49.781941,-74.853829,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-10-23
220730,BC Hydro - Gold River Visitors Centre,Gold River Tourist Infocentre,Gold River,British Columbia,49.78233919,-126.0458969,BCHYDRO,2,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2022-05-31
153068,P2P - Taber,4712 50 St.,Taber,Alberta,49.782708,-112.149859,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2020-01-25
153452,Red River Co-op - Dryden - Tesla Supercharger,640 Government Street,Dryden,Ontario,49.785605,-92.809966,Tesla,6,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-01-31
170257,Ivy - Dryden,409 Government St,Dryden,Ontario,49.78731,-92.82899,IVY,2,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily; Also accepts in-app payment,2020-12-17
157716,2587265 Ontario Inc,60 Rabbit Lake Rd,Kenora,Ontario,49.789819,-94.486795,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
224661,Red River Co-op - Bridgwater Fuel Bar,50 Centre Street,Winnipeg,Manitoba,49.798785,-97.197979,SHELL_RECHARGE,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-07-30
223624,FEDERATED CO-OPERATIVES LIMITED,50 Centre St,Winnipeg,Manitoba,49.7991871,-97.1996189,Non-Networked,1,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
157714,2587265 Ontario Inc,16655 Highway 17,Dryden,Ontario,49.804444,-92.846388,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
150506,Petro-Canada,55097 Provincial Rd 207,Dugald,Manitoba,49.8205741,-96.9341739,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-01
201461,Winnipeg Kenaston,1711 Kenaston Blvd,Winnipeg,Manitoba,49.82195,-97.19611,FLO,2,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2021-11-20
202261,Heritage Co-op - Brandon,1035 Richmond Ave Suite A,Brandon,Manitoba,49.827697,-99.952468,SHELL_RECHARGE,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-12-09
210227,Shell Canada Ltd,2551 Dobbin Road,West Kelowna,British Columbia,49.8280966,-119.6367945,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
207374,Red River Co-op - St Vital Food Store,850 Dakota St,Winnipeg,Manitoba,49.82832,-97.1055,SHELL_RECHARGE,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-03-01
158016,Co-op Gas Bar,2528 Main St,West Kelowna,British Columbia,49.8298353,-119.6321461,Non-Networked,4,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
200821,BC Hydro - West Kelowna,3678 Brown Rd,West Kelowna,British Columbia,49.83010082,-119.6284633,BCHYDRO,1,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2021-11-11
84164,Westbank United Church,3678 Brown Rd,Central Okanagan,British Columbia,49.830239,-119.628203,SHELL_RECHARGE,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2016-03-01
210229,Shell Canada Ltd,"50 Sage Creek Blvd, Unit 400",Winnipeg,Manitoba,49.8328521,-97.0487562,Non-Networked,3,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
205339,Westbank,101 - 3550 Carrington Road,Westbank,British Columbia,49.8359657,-119.6142485,FLO,2,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2022-01-26
206690,Audi Winnipeg,485 Sterling Lyon Pkwy,Winnipeg,Manitoba,49.84452217,-97.20984279,Non-Networked,1,0.0,J1772COMBO,Public - Credit card at all times,24 hours daily,2022-02-11
158292,BC Hydro - Powell River,1424 Willingdon Ave,Powell River,British Columbia,49.851521,-124.52331,BCHYDRO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-12-01
201036,Valleyview Co-op - Virden Fuel Bar,250 Princess St W.,Virden,Manitoba,49.85193,-100.934248,SHELL_RECHARGE,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-11-12
156779,Valleyview Co-op Virden Gas,114 7th Ave,Virden,Manitoba,49.85202862,-100.9335105,Non-Networked,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-06-01
157813,Federated Co-operatives Ltd (FCL),77 Vermillion Rd,Winnipeg,Manitoba,49.8544063,-97.0756879,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
205032,Saint Boniface,157 Vermillion Rd,Winnipeg,Manitoba,49.854891,-97.069754,FLO,2,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2022-01-19
220729,BC Hydro - Boston Bar,47585 BC-1,Boston Bar,British Columbia,49.86011239,-121.4401535,BCHYDRO,1,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2022-05-31
153458,Corral Centre - Tesla Supercharger,921 18th Street North,Brandon,Manitoba,49.868063,-99.96067,Tesla,6,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-01-31
223562,Red River Co-op - Charleswood Fuel Bar,3425 Roblin Blvd,Winnipeg,Manitoba,49.868648,-97.257866,SHELL_RECHARGE,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-07-16
157815,Federated Co-operatives Ltd (FCL),3425 Roblin Blvd,Winnipeg,Manitoba,49.8688695,-97.2602167,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
200547,Okanagan Lake Shopping Centre - Tesla Supercharger,525 Highway 97 South,West Kelowna,British Columbia,49.88002,-119.535729,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2021-10-11
208783,7-Eleven,1901 Harvey Avenue,Kelowna,British Columbia,49.8815,-119.4536,Non-Networked,1,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
153421,CF Polo Park - Tesla Supercharger,1485 Portage Avenue,Winnipeg,Manitoba,49.8821,-97.197283,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-01-31
201254,Chevron - On The Run,1890 Harvey Ave,Kelowna,British Columbia,49.88246306,-119.4551298,ChargePoint Network,2,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2021-11-04
180511,BIRCHWOOD VW DC FAST 01,3965 Portage Ave,Headingley,Manitoba,49.88293,-97.329151,ChargePoint Network,1,0.0,J1772COMBO,Public,24 hours daily,2021-01-27
201435,Winnipeg Unicity Shop. Centre,3615 Portage Ave,Winnipeg,Manitoba,49.88337,-97.31052,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2021-11-19
130064,FLO - Cadillac Fairview - Polo Park,1485 Portage Ave,Winnipeg,Manitoba,49.88358,-97.197216,FLO,1,2.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
189162,Kelowna (Canadian Tire),1655 Leckie Rd,Kelowna,British Columbia,49.88442,-119.42776,Electrify Canada,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-05-04
122327,The Best Western Plus Kelowna Hotel & Suites - Tesla Supercharger,2402 Hwy 97 N,Kelowna,British Columbia,49.885799,-119.429277,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2019-03-01
210197,Shell Canada Ltd,1790 Highland Ave,Brandon,Manitoba,49.88613647,-99.96071149,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
150724,Petro-Canada EV Fast Charger,100 Highland Ave,Brandon,Manitoba,49.8863231,-99.9403179,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-01
147651,FortisBC - Kelowna Museum,1424 Ellis St,Kelowna,British Columbia,49.887855,-119.493698,FLO,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-11-09
147652,FortisBC - Rutland Centennial Park,250 Rutland Rd,Kelowna,British Columbia,49.890587,-119.387627,FLO,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-11-09
227445,Vickar Community Chevrolet - DC,964 Regent Ave West,Winnipeg,Manitoba,49.894855,-97.035298,FLO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-09-10
155363,Petro-Canada EV Fast Charger,2693 Highway 97,Kelowna,British Columbia,49.89506707,-119.4136584,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily; Also accepts Petro Fleet Card,2020-03-01
157808,Suncor,2693 Highway 97,Kelowna,British Columbia,49.89556,-119.41333,Non-Networked,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-07-29
186254,Pioneer Co-op Maple Creek,14 Sidney Street,Maple Creek,Saskatchewan,49.908225,-109.471847,SHELL_RECHARGE,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-03-16
153418,Pioneer Co-Op - Tesla Supercharger,14 Pacific Avenue,Maple Creek,Saskatchewan,49.908293,-109.472434,Tesla,6,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-01-31
153129,FortisBC - Kaslo – Kemball Memorial Centre,312 4th St,Kaslo,British Columbia,49.910938,-116.903466,FLO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-01-29
210182,RL Énergies,"902, 3ième rue",Chibougamau,Quebec,49.911833,-74.3872197,Non-Networked,1,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
168037,BRCC - Chibougamau - SAQ,402 3ième rue,Chibougamau,Quebec,49.913431,-74.361185,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-10-30
223358,Newfoundland Power Inc.,193 Main St,Cows Head,Newfoundland,49.9149754,-57.7900667,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
82843,Red River College,Skinner Rd,Winnipeg,Manitoba,49.91933377,-97.20904312,Non-Networked,1,1.0,CHADEMO J1772,Public,24 hours daily,2014-02-01
225921,Petro-Canada EV Fast Charger,MB-16,Manitoba,Manitoba,49.925141,-98.23167,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2022-08-17
130066,1-5540 Airport Way,1-5540 Airport Way,Kelowna,British Columbia,49.950502,-119.384625,FLO,2,2.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
202345,Homestead Co-op Fuel Bar - Portage la Prairie,2275 Saskatchewan Ave W.,Portage la Prairie,Manitoba,49.96986,-98.321681,SHELL_RECHARGE,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-12-10
156758,Rural Municipality of East St. Paul,3021 Birds Hill Rd,East St. Paul,Manitoba,49.970775,-97.00959,Non-Networked,1,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
153430,Westfield Crossing - Tesla Supercharger,2100 Saskatchewan Ave,Portage la Prairie,Manitoba,49.971925,-98.318733,Tesla,6,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-01-31
155369,Petro-Canada EV Fast Charger,Highway 1 and Highway 16,Portage la Prairie,Manitoba,49.9746028,-98.4659314,PETROCAN,2,0.0,CHADEMO J1772COMBO,TEMPORARILY UNAVAILABLE (Public - Credit card at all times),24 hours daily,2020-03-01
153842,FortisBC - New Denver – Kootenay St,624 Slocan Ave,New Denver,British Columbia,49.990384,-117.370609,FLO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-02-20
153428,Southlands Crossing - Tesla Supercharger,1921 Strachan Road,Medicine Hat,Alberta,49.997058,-110.647425,Tesla,6,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-01-31
197140,Strachan Road Fuel Bar,1789 Strachan Road SE,Medicine Hat,Alberta,49.998247,-110.650722,SHELL_RECHARGE,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-10-06
149948,P2P - Medicine Hat Mall,3292 Dunmore Rd SE,Medicine Hat,Alberta,50.003725,-110.645615,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-12-12
164059,Medicine Hat College - Cultural Centre,Cultural Centre - 299 College Drive SE,Medicine Hat,Alberta,50.014339,-110.684147,FLO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-07-08
210201,Shell Canada Ltd,4312 1 St,Claresholm,Alberta,50.02021809,-113.578066,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
150364,BRCC - Port-Cartier - Av. Parent,21 Avenue Parent,Port Cartier,Quebec,50.020777,-66.875471,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-12-19
158303,Promenade du P'tit Quai,21 Parent Ave,Port-Cartier,Quebec,50.020777,-66.875471,Circuit électrique,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-03-01
88207,BC Hydro - Campbell River Community Centre,401 11 Ave,Campbell River,British Columbia,50.025885,-125.246203,BCHYDRO,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2018-05-10
147483,P2P - Claresholm,5100 1 St West,Claresholm,Alberta,50.026847,-113.582112,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-11-02
150753,Petro-Canada EV Fast Charger,2900 Box Springs Blvd NW,Medicine Hat,Alberta,50.071713,-110.754258,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-01
84862,Merritt Information Centre,1950 Mamette Ave,Merritt,British Columbia,50.112968,-120.789053,SHELL_RECHARGE,1,2.0,CHADEMO J1772,Public - Credit card at all times,24 hours daily,
200813,BC Hydro - Merritt,2202 Voght St,Merritt,British Columbia,50.11310663,-120.7874768,BCHYDRO,1,1.0,CHADEMO J1772 J1772COMBO,Public - Credit card at all times,24 hours daily,2021-11-11
200811,BC Hydro - Whistler,4010 Whistler Way,Whistler,British Columbia,50.11548297,-122.9578069,BCHYDRO,1,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2021-11-11
122330,The Fairmont Chateau Whistler - Tesla Supercharger,4599 Chateau Boulevard,Whistler,British Columbia,50.117555,-122.944756,Tesla,10,0.0,TESLA,Public,24 hours daily; for Tesla use only,2019-03-01
189161,Merritt ( Canadian Tire),2761 Forksdale Ave,Merritt,British Columbia,50.12221,-120.76079,Electrify Canada,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-05-04
150758,Petro-Canada EV Fast Charger,3591 Voght St,Merritt,British Columbia,50.1235155,-120.7653239,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2019-10-15
85050,Best Western Plus - Tesla Supercharger,3969 Crawford Ave.,Merritt,British Columbia,50.124377,-120.751136,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2017-02-01
200530,Wagon West Travel Plaza - Tesla Supercharger,3999 Airport Road,Merritt,British Columbia,50.124475,-120.748473,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2021-10-11
164439,BC Hydro - Canal Flats Arena,4925 Burns Ave,Canal Flats,British Columbia,50.15642964,-115.8119841,BCHYDRO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2017-12-01
206869,Selkirk,1041 Manitoba Ave,Selkirk,Manitoba,50.15921,-96.8995,FLO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-02-22
131332,29 Chemin d'en Haut,29 Chemin d'en Haut,Natashquan,Quebec,50.186234,-61.822291,Circuit électrique,2,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
130074,92 6 Ave NW,92 6 Ave NW,Nakusp,British Columbia,50.239947,-117.805571,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
131336,BRCC - Sept-iles - Bureau d'information touristique,1401 Boulevard Laure,Sept-Îles,Quebec,50.2438638,-66.3970337,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
191773,BRCC - Havre-St-Pierre - Tim Hortons,974 Boulevard du Cométique,Havre-St-Pierre,Quebec,50.244491,-63.591343,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-07-03
156742,BC Hydro,3004 32nd Ave,Vernon,British Columbia,50.264911,-119.271726,BCHYDRO,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-01-21
158008,Co-op Gas Stations,3530 27th St,Vernon,British Columbia,50.267776,-119.26694,Non-Networked,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-06-30
204725,BRCC - Longue-Pointe-de-Mingan - Bureau Municipal,"878 A, Chemin du Roi",Longue-Pointe-de-Mingan,Quebec,50.2694557,-64.1427907,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-01-13
225400,Civic Memorial Park,3000 37th Ave,Vernon,British Columbia,50.2698366,-119.2720148,FLO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-08-11
168186,BRCC - Rivière-au-Tonnerre - Hôtel de ville,473 route Jacques-Cartier,Rivière-au-Tonnerre,Quebec,50.276069,-64.775066,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-11-06
216414,Tesla - 8935 - Vernon BC,2220 58 Ave,Vernon,British Columbia,50.288996,-119.261655,FLO,3,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-04-29
200534,SmartCentres - Tesla Supercharger,2200 58 Avenue,Vernon,British Columbia,50.289208,-119.260915,Tesla,12,0.0,TESLA,Public,24 hours daily; for Tesla use only,2021-10-11
209362,Hydro-Québec,15 rue du Nord,Baie-Johan-Beets,Quebec,50.29119634,-62.80460109,Circuit électrique,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
186253,Pioneer Co-op Swift Current,1150 Central Ave N,"Swift Current, SK",Saskatchewan,50.299972,-107.799567,SHELL_RECHARGE,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-03-16
153407,Swift Current Mall - Tesla Supercharger,1 Springs Drive,Swift Current,Saskatchewan,50.306262,-107.779848,Tesla,6,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-01-31
150752,Petro-Canada,1701 N Service Rd E,Swift Current,Saskatchewan,50.3065474,-107.77727,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-01
202820,Swift Current,1811 Memorial Dr,Swift Current,Saskatchewan,50.30869,-107.77529,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2021-12-18
223619,British Columbia Hydro and Power Authority,1586 Sayward Rd,Sayward,British Columbia,50.311474,-125.919213,Non-Networked,1,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
157842,BC Hydro,7452 Frontier St,Pemberton,British Columbia,50.324285,-122.80536,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
151974,Petro-Canada,1203 Highway 1,Whitewood,Saskatchewan,50.3334158,-102.2590615,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-12-01
153413,Borderland Co-op Gas Station - Tesla Supercharger,1206 Highway 1,Whitewood,Saskatchewan,50.334755,-102.256302,Tesla,6,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-01-31
186256,Borderland Co-op Fuel Bar - Whitewood,1206 Highway 1,Whitewood,Saskatchewan,50.336535,-102.25801,SHELL_RECHARGE,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-03-16
147132,P2P - Nanton,2114 19th Street,Nanton,Alberta,50.349071,-113.773778,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-10-22
83449,Regina Motor Products,Albert St S,Regina,Saskatchewan,50.3927531,-104.6205566,Non-Networked,1,1.0,J1772 J1772COMBO,Public - Call ahead,Dealership business hours; customer use only,2014-03-15
153416,The Shop - Civic Plaza - Tesla Supercharger,1251 Main Street N #7,Moose Jaw,Saskatchewan,50.404331,-105.534081,Tesla,6,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-01-31
147484,P2P - Vulcan,115 Centre St E,Vulcan,Alberta,50.405923,-113.257722,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-11-02
186255,Moose Jaw Co-op Ross Park,1592 9th Avenue NE,Moose Jaw,Saskatchewan,50.411208,-105.512225,SHELL_RECHARGE,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-03-16
218993,MooseJaw,400 Thatcher drive,Moosejaw,Saskatchewan,50.41292,-105.52586,FLO,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-05-21
186251,Sherwood Co-op Harbour Landing,4560 Parliament Avenue,Regina,Saskatchewan,50.41724,-104.645287,SHELL_RECHARGE,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-03-16
156744,BC Hydro,3633 Station St,Spences Bridge,British Columbia,50.421023,-121.34882,Non-Networked,1,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
146568,Petro-Canada EV Fast Charger,450 N Service Rd,Moose Jaw,Saskatchewan,50.42693,-105.547806,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-10-02
153432,Canadian Tire - Tesla Supercharger,2325 Prince of Wales Drive,Regina,Saskatchewan,50.442534,-104.532003,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-01-31
201544,Regina East,2325 Prince of Wales Dr,Regina,Saskatchewan,50.44260397,-104.5317849,FLO,2,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2021-11-23
186252,Sherwood Co-op Regina - Quance,2925 E Quance St,Regina,Saskatchewan,50.44593,-104.542231,SHELL_RECHARGE,4,0.0,CHADEMO J1772COMBO,TEMPORARILY UNAVAILABLE (Public),24 hours daily,2021-03-16
150486,Petro-Canada EV Fast Charger,2020 Coleman Crescent,Regina,Saskatchewan,50.4464511,-104.5410562,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-01
